call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
1629,game_t01628,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,5295E4CD07B13D5DA3778A2468CC1E520400A67F364399D130A9AB4AEFE1F946,text,「虽说照顾不过来最多三个，但美樱乃是第四个……果然同乡的意义很深啊……」
1630,game_t01629,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,C1C90F6CC2A93D808B5EC7145C7190B9B4821B61917CF808A7F59B910328F4FA,text,「我觉得自己也做不了什么大事，而且这本来就是越权行为，你可能会嫌我多管闲事，但请原谅我。」
1631,game_t01630,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,F7EFCB5F8E97D26E111070DB08C35A4FA005790685D8504676C34A0F4B477FF2,text,「……说什么呢，现在不是讲越权不越权的时候啊。」
1632,game_t01631,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,A5BEF6F7949C95FFF3D97157EBB0650741EB4068EECDD98C035DB039517856F5,text,「如果中尉的存在对美樱乃提升自己有必要，那我反倒要拜托你留在她身边。不用客气，尽管拜托吧。」
1633,game_t01632,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,7766FDE91E85F4A7BA987ECCAE9FCC05C15C1422683D6B05DB63E179E8E4A1CF,text,「哼……不愧是英雄大人，器量真大啊。……我还以为你会不喜欢别的上级摆弄你的部下呢？」
1634,game_t01633,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,FD6BCE3629CE2C88B85C48E450305228B24A6056FEE39C27996C5A5DE2DEA0A7,text,「没那回事。这不是光我部队的问题。虽然不得不借助别人的力量可能有点丢人，但我也顾不了那么多了。」
1635,game_t01634,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,CC9E203F144E8F4A54C9FF822E70179892EA39582872C1D733309E32783B8C34,text,「要是结果能变好，我还真会跪下来求中尉您帮忙呢。」
1636,game_t01635,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,06A40260EE1A503E343E0A11A30F528402AD6AFC4D06ADA99C8859CE4454F53A,text,「啊哈哈，龙浪中尉下跪～……！还挺搭的嘛～啊哈哈哈……！」
1637,game_t01636,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,DCA819913B421A66F3249488DBCF389B034FDDB39C965C4399B6AED1AA5C23D6,text,闭嘴！
1638,game_t01637,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,2FCCB0A6A07CF90F5E5762E62E47583EF9C340E952435132D9CFAE396DEEE1E5,text,人家在认真说话呢，你这反应也太过分了吧……！
1639,game_t01638,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,1A13FA361952A9E4CC331907813CCA11D442480AC47B7003BE8E607792462FB9,text,「……对于现在的你来说，‘英雄’这个称号可能名不副实，是擅自传开的麻烦大话吧……」
1640,game_t01639,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,7B90A066047E9F2B728E468B01DC980B656D820B9CC0C27662500770DF35478D,text,「说不定迟早能追上吧……至少我是这么想的。」
1641,game_t01640,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,C40FC9C79070FE824F7A6894637AC1D472D3B49CBD58B687A72A8BF3A8FFC1D1,text,「再往上就不敢当了。」
1642,game_t01641,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,9FCBE0EEFD5404AA59A2F4437A6E05651330B77ED3D64ACE32636C24AE2FE184,text,「――呼，总之我的话就到此为止了。今后也请多关照啊，龙浪中尉。」
1643,game_t01642,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,9477FCB3859CB45A4455CF73968642D480E63087673A890925DC26E2B4F83854,text,「彼此彼此，大上中尉。」
1644,game_t01643,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,83D4B4E9CBDAF3F5177156B82E94C40630D8B1E3A8500B063B5406413C0BD9CF,text,「……呵呵，那再见了。」
1645,game_t01644,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「嗯……」
1646,game_t01645,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,FEE4A9AB70D3160BF2E651D253D1A012224DDA0AE2DD8761C667DF010DA97B4D,text,连那样看起来无法无天的人，心里也藏着各种想法啊……。
1647,game_t01646,050_２００５年１２月０４日（日）_059_龍浪と律子.egpack,050_２００５年１２月０４日（日）_059_龍浪と律子,,60E1B32D77D3513BC533A0A6CEA04160338D2185469E38C1A6C64B6A0E4B8627,text,好了……跟柚香和艾伦商量一下吧……。
1648,game_t01647,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,AF17540E39FDC87F4B9412B0F787789937F006505A9911C0A40A5C51B595945D,text,「啊～～！！看到了！好厉害！好大啊！」
1649,game_t01648,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,EE0B61189C2966CC6E1367952178493AC3368437B871200524890870D2491FA2,text,「比电视上看要有存在感多了。这就是技术大国日本的象征啊。这下理解为什么远东小国能和世界各国平起平坐了。」
1650,game_t01649,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,83794F437BF84AA7F11653C739FF063336562F2805645BE813DFEB7FAFC28B81,text,「确实，生产平台可以说是如实体现了日本国民性吧……」
1651,game_t01650,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,8953810183DE0E59C8C4F95B5CDC9199A6AB327CC4B101AE0A346828ADD24078,text,「诶～？这是什么意思？」
1652,game_t01651,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D6006EF1FDB42F001C4D6EDF78443107EDC6C239A3BC93591D90B5D804B70215,text,「粮食生产平台这种设施本身，当时其他国家也有。日本原本也是从国外引进的。」
1653,game_t01652,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,0167CB6E6C8417C59C28EA7669F79E41E9B1ABDF8315CF434D2C2E3B9ECDA5B2,text,「然后我们研究了它，改进并发扬光大了吧？」
1654,game_t01653,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,FD168C8DBC89C920AB8AF75E0E1F8135348BF058FEEF6419CD65DEDC25F6BAAC,text,「是的。现在核心模块已经完全用日本独有技术制造，并黑箱化了。」
1655,game_t01654,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,67723F94D4400A21D0C28DCE2B350895C44EEB3922B13D3776A23BCF5829842C,text,「原来如此……。说起来，新闻里说那个还在进一步改良对吧。」
1656,game_t01655,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,F57992AB888142488DD44BACB576D8B0BCE113BF81540077992A9CEC3DBC85FF,text,「哪个？」
1657,game_t01656,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,4E3FC05483A6EA81A568898F34FF37DFE68ECA3A6AAE70364A014157A8562245,text,「是指控制塔吧。那里是容纳核心模块、统一管理培养平台的基部。所以集中了各种功能，建设似乎很费时间。」
1658,game_t01657,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,142B02297DE1EDC44D05EA2E58797B005C7C7DC1154EE727081C9AAA2FB786DE,text,「而且它兼作太阳能发电站，所以也得建得高……」
1659,game_t01658,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,274CD518E8FC1E350B3FBFAB5AAA9AF411A51B87F020D47F65C4B8C0079BF770,text,「但这次是打算先让已建成的培养平台逐一运转，尽快开始粮食生产……」
1660,game_t01659,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,DCE3FCE6201274761E6E31C429071F166A199644FF791EAE8127546445E0DEDC,text,「好像是大幅重新设计了。……希望别忙中出错闹出什么乱子就好。」
1661,game_t01660,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,B1183C370799CB96EC23D0DCFD1796010388B844AA9DEF3FA3B045C450807CB8,text,「是啊……这真是希望不要发生啊。」
1662,game_t01661,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,66DFC197DCFA1FC0585913C8C83B95239D86699281FC0560A4A86EA1FF706C2A,text,「不过，柚酱你知道得真详细啊～。你喜欢这些吗？」
1663,game_t01662,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,191729D15E50EB779B853DED9FB900D7449BB235F28951868BB8C4F16D7E5915,text,「诶？嗯～～，倒也不是特别喜欢……」
1664,game_t01663,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,148EAF5C93679D5016A004D38C50D036E747464AC967518748C43674DC8F21D3,text,「不喜欢还知道这么多……。柚酱你真聪明啊～」
1665,game_t01664,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,2B89D8BAA7F6268D905A35312893F1DA3A9AF3F122AEF5D1AC18986863BB71AC,text,「哈、哈啊……、谢、谢谢」
1666,game_t01665,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,B4D5BE34EC62A2902D60C7FBBAC227BF8005D54C2C9A383B118AE49A482BC9A8,text,被说了很过分的话吧？
1667,game_t01666,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,8A9ECA38C8B9F9C3E62C01AF0091B2EC0235FF1401D39269A338DC9CB64F75FD,text,「柚香是那种为了否定对方而彻底调查对方、找出攻击点的类型哦。阴险的谋略家，好可怕呀～」
1668,game_t01667,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D40471EBF431D314A8B51D4A57C83F5CE244D91675165F995F9332E5900A28BF,text,「才、才不是！ 不是那样的！ ……不过我倒是不讨厌调查东西啦！」
1669,game_t01668,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,B6EAEA8098A9149690891401EF9492DEF6139476202E094B34A7C2B9749E4423,text,「艾伦，适可而止吧～。……不过，这个月内一号机就要启动了吧？真是像梦一样的话题啊。」
1670,game_t01669,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,912F30D81E21153FF795E763277A7E94FA20A44DB405D5C3E45399E93355BFD1,text,殿下和那个一起来到这里，才两个月吧？
1671,game_t01670,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,FA120BFB262FB63C1B96349149CB2E5FD1A594EC640D30E5135D8545DC039D01,text,「就差一点了呢～！ 那样的话，大家就不用为食物发愁了呢！」
1672,game_t01671,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,AE233991542535DEE7847965030E2D19611CC6B61F359E9719196AE8C7643556,text,「嗯～～，我觉得还是不可能马上实现啦。如果顺利的话会变好吧。」
1673,game_t01672,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,61CC350F9C949DC926200236FE328D43359683B421AD55EA4CCD19EA73018A7E,text,「由于对粮食情况的改善期待和与建设相关的职业介绍，这两个月治安似乎非常稳定，希望就这样往好的方向发展呢。」
1674,game_t01673,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,93CF400F1326E56A88A2D02EB0C0A19B6A493703786A0F8A7814400F35894067,text,「是啊……啊，说起来，一号机正式启动的时候好像要开派对哦。」
1675,game_t01674,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D3E3D03C9FBBDA58EEC9DF63D84EECF7485D37E79FEC1422F6CEF3BA34C4CF81,text,「诶！？ 派对！？ 是派对吗！？ 好、好期待！ 蛋、蛋糕会有吗！？」
1676,game_t01675,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,B5FCDD5EBE3F5CF274859F0E1BE431FA35ACC321A619BCA58BBAD0FC98F1BDF4,text,「当天的警卫任务说不定是由我们负责哦？」
1677,game_t01676,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,B8A1B0133C1F77A6FFF868C311DE9643C5F3280738199571C3C8A7A67D1D91C9,text,「诶～！ 是工作吗！？ 大家在派对的时候我们要工作吗……」
1678,game_t01677,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,17A50F27242DD87002AB38D1027549527FE8EC39F97CD92F5C45810D6B4DDE70,text,「那个……蛋糕呢……？」
1679,game_t01678,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,606B88109432797FEEEB7B94D73BDEBE72F838B9DE852753EB45E899DA28AE9B,text,「详情还没听说呢。……蛋糕的话，剩下的应该能拿到吧？」
1680,game_t01679,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,C2F7D048D448A3086B6A7BE8BD5594078A66F392948F352FF1C8724B3EE58BFC,text,「是吗……」
1681,game_t01680,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,7A1E9DC45C0E61272C922953ADC98CD6238DE5608ECA09DAD5F549C8F7E372D3,text,唯独这个让人抱期待也不好呢……
1682,game_t01681,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,4F1B2A074AAD1831BEB9D14C3FCBD97C0E4BB3386DB1911226098C076A4B9332,text,「那在精神上好像很难熬呢。……我内心某种怨恨类的东西快要觉醒了。」
1683,game_t01682,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,7E2C05E306DF97BF23DC150C2594002FFC734F26C396B06154B5C19C6FB276F2,text,「呼呼，我们是公务员嘛。就算轮到值班也没办法的。」
1684,game_t01683,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,9FB02654B70EF0432F79F17C9F3786F1054DF2E9380C663DF0A6F44118EC6E32,text,「啊～！ 那个——！ 那个机体是……！？」
1685,game_t01684,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,C064A2F65AE93A143FD276F618E1744CEDFD3FAFCC21749E74E184F0C1DBB7C3,text,「A-6J海神……战术步行攻击机呢。第一次看到实物吗？」
1686,game_t01685,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,1FCC390AB9A7D5EF819B8CDDB8B9DF6308D5CEEA8E0E7C82E5D2706BD1B31165,text,「——是的！实物比照片粗犷多了呢～！海神正在执行生产平台的防卫任务吗？」
1687,game_t01686,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,0F75F09EB5081A7882338A68FF327FB2A1037713EC7BC9D857B4869E260CD1C7,text,「是啊。因为现在似乎没有能让海神发挥真正价值的登陆作战呢。总比让它一直躺在机库里要好——」
1688,game_t01687,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,F3B5FA793E9348FFADCC8FA079A14801654A3D8FDDE9CDB2483EE41EA1BDE01C,text,「——不只是那样哦。A-6的火力作为防卫用炮台是最棒的吧？」
1689,game_t01688,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,7F47A388EC2242903D54ADF59484593D9ED883CEB4D4D624D8E2B01A371CD45F,text,「炮台吗？」
1690,game_t01689,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,EC6318C8B506418C312A3615AC8EBDA5C496DBD9E81055B49E752E88D6D43B2E,text,「两门120mm炮，加上每只手臂六门36mm链炮，总共十二门。顺便一提，装甲是和潜水艇一样的耐压壳，坚固无比！」
1691,game_t01690,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,BC3D20A29B18CCCD547305DC62D78784861EBD9A9F9DC2BC31C73CDDBE4414C3,text,「而且在登陆作战时，还有支援的潜水母舰发射对地集束导弹呢？直说了吧，火力不是盖的！超强的～」
1692,game_t01691,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,F220067B94AC0580AC3057D3C103433EF8108E4B59846C54E865EB3E3B4DC362,text,「呼嘿～，海神果然很强呢～」
1693,game_t01692,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,C2075471E4B3768C6FC5CB13075C272FBB11544FAFE7A2A4B2316EF23AFDE088,text,「绝对不想和它交手呢。」
1694,game_t01693,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,3A09A52DDB24FB016A356A88164CF905B959235C53FC81403F9793DF668B51B1,text,一想到要把这么强的机体用于生产平台的防卫任务，心情就很复杂啊……
1695,game_t01694,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,13E5D861318D43E23549AD5B873BAC31644CFBA1D2C2E06407F57111CEB11618,text,「正说明这个平台有多么重要啊。」
1696,game_t01695,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,CD938033B7863101B689BCA978354F4D0E67FD12DF98C737F49A261F16C2D48B,text,「日本曾是海洋国家真是幸运啊～。帝国碰巧拥有农业国美国或加拿大所没有的技术。」
1697,game_t01696,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,4C7014A62705EABB5243C3703DB1098218EF0CF451D7879DB8FAC8D23450C824,text,还真是神的安排啊……。
1698,game_t01697,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,E0914C289B3A45282509BC8C486EC6A869C71C2F0D9C2088B03DAFBE182BBCF1,text,「是啊。这么说可能会引起误解，但西日本毁灭导致粮食状况恶化，或许也加速了合成食品生产技术发展吧。」
1699,game_t01698,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,7BCD9E6D0770EE1A0DEB53F43764906DC888FDE6752B56488602968D5689609E,text,「特别是近年来，殿下似乎一直致力于生产平台的建设。」
1700,game_t01699,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D9AF7BBCD0EF6E3D30245822B6A646D56C1446407D2C7FA1780B6805B475AEEC,text,这就是先见之明吧。不过就算是殿下，恐怕也没预料到世界会变成这样……。
1701,game_t01700,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,3D6C862662A9C8B7D685C27AD925DC97D2711CA9C8CCCFF6CE34C876F79BF4B5,text,「……这就是命运的讽刺吧。」
1702,game_t01701,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D1502F1158AF32B87D61C6486CC8E992D16CA14635B09E5F5556E86C45215FD7,text,嗯……？
1703,game_t01702,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,1C9AEE28A39246E5FCF45E9774B4E76F87D5342660797CB68EA921F13CBB8B1A,text,「前线国家根本没余力建设生产平台，而拥有丰富农田的后方国家，也根本不会考虑建厂。」
1704,game_t01703,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,A16E8711857032081830A1203C9AB5FC0F5B94176E2227CCC27D920A1EE9A594,text,「……原本，世界各地生产平台的建设是由联合国主导的。」
1705,game_t01704,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,D16678DE52AA54C8B3B6F0D05601F4D58C93DC6847B6F792B29A5AF092110080,text,「正是因为国土被BETA蹂躏却仍然幸存下来的国家，才意识到了建设生产平台的重要性。这也算是地缘政治学吗？」
1706,game_t01705,060_２００５年１２月０５日（月）_060_プラントへ向かう道.egpack,060_２００５年１２月０５日（月）_060_プラントへ向かう道,,48AAAEC020BA20D2BAE8A61271A30ABF0DA735A05CE28CD8677121EF1ECA041D,text,「或许吧……」
1707,game_t01706,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,20F6A3FD77AD8C2A5A394E4AC12D2FC14A903C18969B75075F516BC34B5D8AD5,text,「哎呀～？这不是战犬的各位吗～。是警备任务吗？辛苦了。」
1708,game_t01707,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,EEBEC3DA12014FC79ECC1E1DBB42225FCCACFC83EF6C67DF38EBC79F49FEB2A1,text,「哟！今天在这边作业吗？」
1709,game_t01708,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,52BA046FF2232B7EDA33921AEBB0D2A10C78D67723C29E97854C2B3D112837D2,text,「嗯，最近白天是平台建设现场，晚上是机库，忙得年底真够呛啊。工作太累，连和尚都摔跟头了。」
1710,game_t01709,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,78A1114746E6189B090BFC764265115660F2E215D25BE8241D24194BF2D9F176,text,「进度按计划进行吗？」
1711,game_t01710,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,661DF526346BBBA2586ADD484207FA887D9BC2BACC44D89656C701B6D11FFC26,text,「该说按计划……不如说进展相当顺利吧。暂定20号过后第一模块就能完工。」
1712,game_t01711,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,FCEA1DFCB794269CD1B0BE22A9D9A66C16BFAC77B1204F9A2CACA10E32B2B426,text,「能那么快就完成吗……！」
1713,game_t01712,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,99250B48B8213E4B6BCC69F083F017BEAEFBA059143E042AFCC381A8A383DFE4,text,看来他们相当拼命啊。
1714,game_t01713,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,4639FC85E867BC0436207FC181A32FE2BA942D96F19DEF0668DD15336855A037,text,「话说回来，这个真大啊～。能造出这种东西，各位真厉害！」
1715,game_t01714,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,0EFEAF460E1E027FC0CD4F3773938EF19FABC99897E425E6F5313F1FE15D2495,text,「哦，你们也来了吗？辛苦了。」
1716,game_t01715,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,4CB68676ED55D10478672EB11CF8D0FC2463CF5FABC9560AA7D467BB3B66AF17,text,「辛苦了。今天一整天都是警备。」
1717,game_t01716,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,D321C2F35D52A045BF8BC5AC25A53985CBFE70FB2C9659A01EDC0C7A7471359D,text,「好好干啊。毕竟这里的设备是全人类的至宝。」
1718,game_t01717,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,E1985AE948839EA0909318FC17F86127FCB67547917560848C723543A54E48CD,text,人类的宝物吗……。确实如此啊……。
1719,game_t01718,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,8283529255BD2CB40BA919CCFC6B602BC6654901B47837E3596962FF5226471A,text,「……同时也是战略目标。」
1720,game_t01719,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,EB2731D1855017EB76676AF4191F6DA9EED063E788733BDA70D92C1C261BF564,text,战略目标……。
1721,game_t01720,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,23F1150630AF9EF28F729B5584595512B310E1C56033FE87DFE94E201E2C6548,text,「啊，千堂少尉说得对。确实这里既是重要据点，也是足以成为战略目标的设施。」
1722,game_t01721,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,8A1EF659057F0C074C19090ADB02A09F02BF9011E9981D7D5EEA50EB07C9B9FA,text,「特别是核心模块是机密中的机密。我也不太清楚细节，但性能肯定比联合国的设备强得多。」
1723,game_t01722,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,25B89370121E7CADF33CC2CF3D8F9279499EBA38CC26AEFFC9E1ABCE7F206415,text,「在这个粮食困难的时代，只要有海，就能造出合成肉和蔬菜，真是感激不尽啊。」
1724,game_t01723,060_２００５年１２月０５日（月）_061_プラント警備.egpack,060_２００５年１２月０５日（月）_061_プラント警備,,F22C677EBCD73BE6425D56C30775FAE37F6717631DFFA26E8C168A8A634856F9,text,「确实想吃肉啊……」
