call_order,egpack,xml,scene,message_tag_index,order_in_message,text_attr,id,speaker_id,speaker_jp,jp,cn_final,review_status,audit_flags
101,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,82,1,text,game_t00100,,,お、\w来たか。何かあってくれよ…\w…\w！,哦，来了啊。可别出什么事……！,OK,
102,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,83,1,text,game_t00101,game_s00001,ウィル,「起動完了しました。広帯域モードで中継開始しま――」,「启动完毕。开始以宽带模式中继——」,自动修正,
103,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,84,1,text,game_t00102,game_s00001,ウィル,「――！」,「――！」,OK,
104,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,84,2,text1,game_t00103,game_s00001,ウィル,「――！」,「――！」,OK,
105,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,85,1,text,game_t00104,game_s00001,ウィル,「――隊長、\wこれってまさか」,「——队长，这该不会是」,自动修正,
106,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,86,1,text,game_t00105,game_s00005,ダリル,「――救難信号だウィル！　本当に一発で拾ったぞ！」,「——是求救信号，威尔！真的一下子就收到了！」,自动修正,
107,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,87,1,text,game_t00106,game_s00005,ダリル,「よぉし上出来だ、\w座標が入ってる！」,「好，干得不错，坐标已经输入了！」,自动修正,
108,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,88,1,text,game_t00107,,,来てるのは救難要請シグナルとＧＰＳ座標だけ―\w―,来的是求救信号和GPS坐标——,OK,
109,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,89,1,text,game_t00108,game_s00001,ウィル,「こちらからのコールは受信しないようです。自動ビーコンです」,「似乎不接收来自这边的呼叫。是自动信标」,自动修正,
110,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,90,1,text,game_t00109,,,と来れば、もちろん―\w―,说到这个，当然——,OK,
111,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,91,1,text,game_t00110,game_s00005,ダリル,「――オーケー、\w十分航続圏内だな…\w…\w行ってみりゃわかる！」,「——OK，在续航范围内……去了就知道了！」,自动修正,
112,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,92,1,text,game_t00111,,,…\w…\wよし！,……好！,OK,
113,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,93,1,text,game_t00112,game_s00005,ダリル,「ナイヴス１よりソルティ・ベース、\w聞こえるかい？」,「黑刃1呼叫索尔蒂基地，能听到吗？」,自动修正,
114,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,94,1,text,game_t00113,game_s00018,ＪＦＫオペレーター,「――ソルティ・ベースよりナイヴス１、\w感度良好」,「――索尔蒂基地，黑刃1，灵敏度良好」,自动修正,
115,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,95,1,text,game_t00114,game_s00005,ダリル,「中継機Ｅ７の設置を完了、\w直後に救難信号を受信した！　繰り返す、\w救難信号だ」,「中继机E7的安装完成，紧接着收到了求救信号！重复，是求救信号」,自动修正,
116,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,96,1,text,game_t00115,game_s00005,ダリル,「進出可能半径内につき、\wナイヴス両機による直接確認の許可を願う！」,「在可进入半径内，请求允许黑刃两机直接确认！」,自动修正,
117,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,97,1,text,game_t00116,game_s00018,ＪＦＫオペレーター,「――了解、\wこちらでもＥ７経由で信号を受信、\w座標も確認した。許可あるまで待機せよ」,「——了解，我方也通过E7接收到信号，坐标也已确认。在获得许可前待命。」,自动修正,
118,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,98,1,text,game_t00117,game_s00005,ダリル,「ナイヴス１了解。急いで頼むよ！　ウィル、\w発進準備だ」,「黑刃1了解。快点拜托了！威尔，准备出发」,自动修正,
119,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,99,1,text,game_t00118,game_s00001,ウィル,「――了解！」,「——了解！」,自动修正,
120,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,100,1,text,game_t00119,,,許可なんて出るに決まってる…\w…\w早く…\w…\w！,许可肯定会出的……快点……！,OK,
121,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,101,1,text,game_t00120,game_s00018,ＪＦＫオペレーター,「――ソルティ・ベースよりナイヴス１、\wナイヴス両機による直接確認を許可する。生きていれば一ヶ月ぶりの朗報だ、\w頼むぞ！」,「――索尔蒂基地允许黑刃1、黑刃两机直接确认。如果还活着，这是一个月来的好消息，拜托了！」,自动修正,
122,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,102,1,text,game_t00121,,,来た――ッ！,来了——！,OK,
123,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,103,1,text,game_t00122,game_s00005,ダリル,「ナイヴス１了解！　頼まれたよ！」,「黑刃1了解！交给我吧！」,自动修正,
124,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,104,1,text,game_t00123,game_s00001,ウィル,「ナイヴス２、\wいつでも行けます！」,「黑刃2，随时可以出发！」,自动修正,
125,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,105,1,text,game_t00124,game_s00005,ダリル,「ＯＫ、\w焦ってアンテナ蹴倒すんじゃないよ！」,「OK，别着急把天线踢倒！」,自动修正,
126,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,106,1,text,game_t00125,,,頼む、\w生きててくれよ…\w…\w！,拜托了，请活下去……！,OK,
127,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,107,1,text,game_t00126,game_s00005,ダリル,「ナイヴス１よりナイヴス２。――ウィル、\w念のために言っておく。過剰な期待をするんじゃないよ」,「黑刃1呼叫黑刃2。――威尔，为以防万一我先说一句。不要抱有过高的期待。」,自动修正,
128,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,108,1,text,game_t00127,,,…\w…\w…\w…\w！,…………！,OK,
129,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,109,1,text,game_t00128,game_s00001,ウィル,「…\w…\wナイヴス２了解」,「……黑刃2了解」,自动修正,
130,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,110,1,text,game_t00129,,,…\w…\wそうなんだよな。簡易ビーコンってことは、\w自動発信装置だけが生きてる可能性も低くない。,……是啊。既然是简易信标，那也有可能只有自动发信装置还活着。,OK,
131,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,111,1,text,game_t00130,,,遺体が回収できるだけでも御の字と言えば御の字だが、\w最悪それすらなく、\w空の船が漂着してることもある…\w…\w。,遗体能够回收就已经算是万幸了，但最坏的情况下连这都没有，空船漂来的情况也有……,OK,
132,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,112,1,text,game_t00131,,,いや…\w…\w最悪の予想をするのはやめよう。,不……还是不要做最坏的打算了。,OK,
133,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,113,1,text,game_t00132,,,これは過剰な期待じゃない、\w『希望』だ――！,这不是过分的期待，是‘希望’——！,OK,
134,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,114,1,text,game_t00133,game_s00005,ダリル,「そろそろ直接交信圏内のはずだ、\w一旦高度上げるよ――呼び出しを続けな」,「差不多该到直接通信圈内了，我先升高高度——继续呼叫。」,自动修正,
135,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,115,1,text,game_t00134,game_s00001,ウィル,「了解」,「了解。」,自动修正,
136,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,116,1,text,game_t00135,,,この高度、\w未だに尻がむずむずする。,这个高度，屁股还在发痒。,OK,
137,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,117,1,text,game_t00136,,,光線級に脅えてた頃なら、\w演習以外でこんな高度を取るのは自殺行為だった…\w…,害怕光线级的时候，在演习以外飞到这种高度简直是自杀行为……,OK,
138,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,118,1,text,game_t00137,,,…\w…\wそれが今や完全に実用域。,……那现在已完全进入实用领域。,OK,
139,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,119,1,text,game_t00138,,,『高度を稼いで水平線を遠くする』――あの日以来、\wそれが唯一残された通信距離の拡大方法だからな。,『提高高度，让地平线变远』——自那天以来，这是唯一剩下的扩大通信距离的方法。,OK,
140,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,120,1,text,game_t00139,game_s00005,ダリル,「相手が出たら得意の漫談を披露しとけ」,「对方出场时，就展示你拿手的漫谈吧。」,自动修正,
141,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,121,1,text,game_t00140,game_s00001,ウィル,「――了解。…\w…\wって隊長、\w漫談は小官の得意とするところではありませんが…\w…\w。大体こんな時に――」,「――了解。……不过队长，漫谈并非下官的专长……再说这种时候――」,自动修正,
142,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,122,1,text,game_t00141,game_s00005,ダリル,「――おまえの得手不得手なんざ聞いてないんだよ。大真面目な話だ。見な」,「——我没在问你擅长不擅长。这是非常认真的话。你看。」,自动修正,
143,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,123,1,text,game_t00142,game_s00005,ダリル,「信号強度から見てもでかい船じゃない。救命ボートか何かだ」,「从信号强度来看也不是大船。是救生艇之类的吧。」,自动修正,
144,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,124,1,text,game_t00143,game_s00001,ウィル,「あ…\w…\wそういう事、\wですか。了解」,「啊……是这样啊。了解」,自动修正,
145,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,125,1,text,game_t00144,game_s00005,ダリル,「分かったか、\w言ってみな」,「明白了吗，说说看」,自动修正,
146,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,126,1,text,game_t00145,game_s00001,ウィル,「――は。相手はごく少数、\wあるいは単独。何日、\wいや何週間孤立してたかも不明。音声が途切れればそれだけで不安を与える、\wと思われます」,「――哈。对方极少数，或者单独一人。不清楚孤立了多少天，不，多少周。如果声音中断，仅此就会带来不安，被认为如此」,自动修正,
147,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,127,1,text,game_t00146,,,俺自身は遭難したことなんて無いが、\w海上で孤立する不安ってのは相当なものだろう。,我自身没有遭遇过海难，但在海上孤立无援的不安感想必相当强烈吧。,OK,
148,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,128,1,text,game_t00147,,,途切れずに話しかけ続けるってのは、\w確かにこういう場合の基本ではある。,不间断地持续搭话，确实是这种情况下的基本做法。,OK,
149,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,129,1,text,game_t00148,game_s00005,ダリル,「そういう事だ。一発で正解なら\nリコリスキャンディをくれてやったのにな」,「就是这样。如果一次就答对的话，我就给你甘草糖了」,自动修正,
150,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,130,1,text,game_t00149,,,…\w…\wでも、\w隊長の言い方はホント分かりづらいんだよ。俺にセンスが無いだけといえばそれまでだが。,……但是，队长的说法真的很难懂。虽然也可以说只是我没有品味而已。,OK,
151,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,131,1,text,game_t00150,game_s00001,ウィル,「面目ありません――音声通信を開始します」,「抱歉——开始声音通信」,自动修正,
152,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,132,1,text,game_t00151,,,頼むぜ、\w誰か…\w…\w！,拜托了，谁……！,OK,
153,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,133,1,text,game_t00152,game_s00001,ウィル,「こちら米国海兵隊第３１８戦術歩行戦闘機隊\n『ブラック・ナイヴス』、\w救難信号を受信しました。\n聞こえていたら応答願います」,「这里是美国海军陆战队第318战术步行战斗机队 / ‘黑刃’，已收到求救信号。 / 如果听到请回复」,自动修正,
154,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,134,1,text,game_t00153,game_s00001,ウィル,「こちら米国海兵隊第３１８戦術歩行戦闘機隊\n『ブラック・ナイヴス』、\w救難信号を受信しました。\n聞こえていたら応答願います」,「这里是美国海军陆战队第318战术步行战斗机队 / ‘黑刃’，已收到求救信号。 / 如果听到请回复」,自动修正,
155,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,135,1,text,game_t00154,,,返信なし――,没有回信——,OK,
156,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,136,1,text,game_t00155,,,とっくに通信圏内のはずだが、\w返事がないのは意識がないか、\wあるいは――,早该在通信范围内了，没有回应要么是失去意识，要么——,OK,
157,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,137,1,text,game_t00156,game_s00001,ウィル,「繰り返します、\wこちら米国海兵隊第３１８戦術歩行戦闘機隊『ブラック・ナイヴス』、\w救難信号を受信しました。聞こえていたら応答願います」,「重复，这里是美国海军陆战队第318战术步行战斗机队‘黑刃’，已收到求救信号。如果听到请回复。」,自动修正,
158,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,138,1,text,game_t00157,,,無人だとは思いたくない。頼む、\w応えてくれ――！,我不认为没有人。拜托，回答我——！,OK,
159,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,139,1,text,game_t00158,game_s00014,少尉,「…\w…\wえますか、\wこ…\w…\w第２６海…\w…\w…\w…\w」,「……能吗，这……第26海…………」,自动修正,
160,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,140,1,text,game_t00159,,,…\w…\w…\w…\w！,…………！,OK,
161,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,141,1,text,game_t00160,game_s00001,ウィル,「ナイヴス２よりナイヴス１、\w音声に反応あり！　続けます！！」,「黑刃2呼叫黑刃1，检测到声音反应！继续！！」,自动修正,
162,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,142,1,text,game_t00161,game_s00001,ウィル,「こちら米国海兵隊第３１８戦術歩行戦闘機隊所属機、\w聞こえています。繰り返しお願いします」,「这里是美国海军陆战队第318战术步行战斗机队所属机，听到了。请重复一遍。」,自动修正,
163,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,143,1,text,game_t00162,game_s00014,少尉,「…\w…\w在、\w救命艇…\w…\w打ち揚げ…\w…\w…\w…\wらの座標は…\w…\w」,「……在、救生艇……发射…………的坐标是……」,自动修正,
164,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,144,1,text,game_t00163,,,…\w…\w生きてる。それに所属や座標を口にできるぐらいには体力がある。,……还活着。而且还有体力说出所属和坐标。,OK,
165,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,145,1,text,game_t00164,,,これなら…\w…\w！,这样的话……！,OK,
166,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,146,1,text,game_t00165,game_s00001,ウィル,「音声が不明瞭ですが、\wそちらの座標は確認しています。現在接近中、\w引き続きこのチャネルで続けてください」,「声音不清晰，但已确认你的坐标。正在接近中，请继续使用此频道。」,自动修正,
167,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,147,1,text,game_t00166,game_s00014,少尉,「…\w…\w了解…\w…\w…\w…\wらはリリア・シェル…\w…\w少尉…\w…\w…\w…\w願います…\w…\w」,「……了解…………我是莉莉娅·谢尔……少尉…………拜托了……」,自动修正,
168,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,148,1,text,game_t00167,game_s00005,ダリル,「無線がだいぶへばってるねえ。こりゃあ相当運の良いお嬢ちゃんだ、\w今日を逃してたら発見できなかったかもしれないよ」,「无线电台快不行了啊。这姑娘运气真不错，要是错过了今天，也许就发现不了你了。」,自动修正,
169,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,149,1,text,game_t00168,game_s00001,ウィル,「こっちもあっちもラッキーですよ。生きてさえいれば、\w助けられる――！」,「这边和那边都很幸运。只要活着，就能得救——！」,自动修正,
170,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,150,1,text,game_t00169,,,最近の徒労感が一気に報われていくのが分かるよ。,最近的徒劳感一下子得到了回报，我能感觉到。,OK,
171,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,151,1,text,game_t00170,,,…\w…\w後はここで焦らず、\w確実に救出を成功させるだけだ！,……之后只要在这里不焦躁，确实地成功救出就行了！,OK,
172,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,152,1,text,game_t00171,game_s00001,ウィル,「当機は現在もそちらに接近中、\w少尉、\wその場所に留まっていてください」,「该机现在仍在接近中，少尉，请留在原地」,自动修正,
173,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,153,1,text,game_t00172,game_s00014,少尉,「…\w…\w解…\w…\w…\w…\w第２６海…\w…\w」,「……解…………第26海……」,自动修正,
174,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,154,1,text,game_t00173,,,しかし…\w…\wさっきから聞こえるこれは…\w…\w名前？,但是……从刚才开始听到的这个……是名字？,OK,
175,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,155,1,text,game_t00174,game_s00001,ウィル,「隊長、\w対象は繰り返し名乗りを入れて来ています。こっちの声も聞こえてるはずなんですが…\w…\w」,「队长，目标在不断报上名号。应该也能听到我们的声音……」,自动修正,
176,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,156,1,text,game_t00175,game_s00005,ダリル,「当然。向こうにすりゃ、\w最後の瞬間まで本当に会合できるか分かったもんじゃないんだよ」,「当然。对他们来说，直到最后一刻都不知道是否真的能会合。」,自动修正,
177,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,157,1,text,game_t00176,,,そういうことか…\w…\w。,原来是这样……,OK,
178,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,158,1,text,game_t00177,,,遠くに船が通ったけど気づいてもらえず、\wなんて状況もあったかもしれない……。,远处有船经过但没被发现，也许也有过这样的情况……,OK,
179,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,159,1,text,game_t00178,game_s00005,ダリル,「万が一を考えりゃ、\wせめて名前だけでもってことさ。ウィル坊、\wもう少し女心を勉強しな」,「万一考虑的话，至少名字也要这样啊。威尔小子，再多学点女性心理吧」,自动修正,
180,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,160,1,text,game_t00179,game_s00001,ウィル,「こういうのに女も男もないでしょう！」,「这种事情没有男女之分吧！」,自动修正,
181,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,161,1,text,game_t00180,game_s00005,ダリル,「だったらなおさら、\wだな。名前ってのはそういうもんさ」,「那就更是如此了。名字就是这么回事啊」,自动修正,
182,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,162,1,text,game_t00181,game_s00001,ウィル,「…\w…\w了解です」,「……了解」,自动修正,
183,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,163,1,text,game_t00182,,,それは分かったけど…\w…\w俺は名前だけなんて絶対に認めない…\w…\w！,这我明白……但我绝不承认只有名字……！,OK,
184,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,164,1,text,game_t00183,,,――助けるぞ。,――我来帮你。,OK,
185,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,165,1,text,game_t00184,,,必ず助けてやる。,一定会救你的。,OK,
186,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,166,1,text,game_t00185,game_s00001,ウィル,「――少尉、\wまもなくそちらに到着します。このまま通信を――」,「——少尉，马上就到您那里。就这样保持通信——」,自动修正,
187,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,167,1,text,game_t00186,,,いた…\w…\w！,好痛……！,OK,
188,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,168,1,text,game_t00187,game_s00005,ダリル,「対象を望遠で確認、\wそっちはどうだい！」,「目标已通过望远镜确认，你那边情况如何！」,自动修正,
189,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,169,1,text,game_t00188,game_s00001,ウィル,「――こちらでも確認しました！」,「——这边也确认了！」,自动修正,
190,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,170,1,text,game_t00189,,,救命艇だ！,救命艇！,OK,
191,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,171,1,text,game_t00190,,,目印用の染料がばら撒かれてる…\w…\wいいぞ、\wあれは陸でも十分役に立ってる…\w…\w！,作为标记的染料被撒开了……很好，那个在陆地上也足够有用……！,OK,
192,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,172,1,text,game_t00191,game_s00005,ダリル,「素晴らしいね。お待ちかねの『代わり映えする』眺めじゃないか」,「真棒啊。这不正是期待已久的‘焕然一新’的景色吗」,自动修正,
193,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,173,1,text,game_t00192,game_s00001,ウィル,「最高ですよ。誰かがまだ生きている…\w…\wこれ以上の話はない！」,「最高了。有人还活着……没有比这更好的事了！」,自动修正,
194,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,174,1,text,game_t00193,,,そうだ、\w生きていれば…\w…\w生き延びていればこそ、\w何とでもなる！,是啊，只要活着……只要能够活下去，就总会有办法的！,OK,
195,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,175,1,text,game_t00194,game_s00005,ダリル,「いい台詞だウィルバート。着陸するぞ」,「说得不错威尔巴特。准备着陆」,自动修正,
196,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,176,1,text,game_t00195,game_s00005,ダリル,「よし、\w一旦海上に出てから右旋回、\w一度フライパスして周囲を確認する。ジェット後流を当てんじゃないよ――距離１００で着地、\w主脚歩行接近」,「好，先出海再右转，飞越一次确认周围情况。别被喷气尾流打到——距离100着陆，主起落架步行接近。」,自动修正,
197,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,177,1,text,game_t00196,game_s00001,ウィル,「ナイヴス２了解、\w距離１００で着地、\w主脚歩行にて接近します」,「黑刃2了解，距离100着陆，以主脚步行接近」,自动修正,
198,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,178,1,text,game_t00197,,,焦るな…\w…\w状況や地形の確認は基本だ。,别着急……确认情况和地形是基本。,OK,
199,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,179,1,text,game_t00198,,,戦術機が着地した瞬間に漂着地点が海に向かって崩落、\wなんてケースが無いわけでもない。,战术机着陆的瞬间，漂着地点向海面崩塌，这种情况也不是没有。,OK,
200,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,180,1,text,game_t00199,,,この現場は渚みたいだから大丈夫だとは思うが…\w…\w。,这个现场像渚一样，所以我觉得没问题……,OK,
201,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,181,1,text,game_t00200,game_s00001,ウィル,「…\w…\w…\w…\wッ！」,「…………！」,自动修正,
202,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,182,1,text,game_t00201,,,あれは…\w…\w人だ！　生存者だ！,那是……人！是幸存者！,OK,
203,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,183,1,text,game_t00202,game_s00001,ウィル,「――隊長、\w対象船外にて目標本人を直接確認――」,「——队长，在目标船外直接确认目标本人——」,自动修正,
204,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,184,1,text,game_t00203,game_s00005,ダリル,「ナイヴス１よりソルティ・ベース、\w対象を発見した。乗員数名規模の救命艇の模様」,「黑刃1呼叫索尔蒂基地，发现目标。似乎是容纳数名乘员的救生艇」,自动修正,
205,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,185,1,text,game_t00204,game_s00005,ダリル,「また目視で船外に生存者１名を確認した。これより保護する」,「又目视确认船外有一名幸存者。现在开始保护。」,自动修正,
206,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,186,1,text,game_t00205,game_s00018,ＪＦＫオペレーター,「――ソルティ・ベースよりナイヴス１。生存者確認了解。引きの強さはさすがだな」,「——索尔蒂基地呼叫黑刃1。确认幸存者，了解。运气真不错啊。」,自动修正,
207,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,187,1,text,game_t00206,game_s00005,ダリル,「任せときな。帰ったらアンタもカードで毟ってやるよ」,「交给我吧。回去之后也用你的卡狠狠敲你一笔。」,自动修正,
208,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,188,1,text,game_t00207,,,船の外まで出られるってことは、\w体力的にはそれなりに安定してるはずだ。,能出到船外的话，体力上应该还算稳定。,OK,
