call_order,stable_id,rio_file,scene,source_text_sha256,translated_text
589,pf:static:photonflowers11.rio.002:1023076340:00095557,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,643D78885618E20571D0C77240C7A55558B91240951313081E540543614D7314,……<03>……<03>不，<03>因为这种事说怨言毫无意义。<01>
590,pf:static:photonflowers11.rio.002:1023076340:00095695,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,96607214E7FD1DB16EC0ABEC8F984FF75C42D563403BE51AE51B29E6E75EF6F6,相信新井的狙击技术，<03>期待缴获的枪能够正常运作，这些都是我自己的选择。<01>
591,pf:static:photonflowers11.rio.002:1023076340:00095961,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,5FDC40B745F8D261B8FCAD048534A21E5FD9AC17678E0655D3D80D843DC51BF9,我们输掉了最后一场赌局……<03>……<03>仅此而已。<01>
592,pf:static:photonflowers11.rio.002:1023076340:00096129,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,9D372F8BE57D35F975051C4C1BDEA0C44F91F8F347AD0562F1BEE9116F281567,我自己也能感觉到，<03>力量正从身体里逐渐流失。<01>
593,pf:static:photonflowers11.rio.002:1023076340:00096325,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,EA5FFBB67237242FE07B78C478EC36FDC2129B67096A9A83A1FB49A518FDC0EB,难道只能在这里……<03>……<03>就这样倚着崖壁，<03>等待时间耗尽吗……<03>……<03>。<01>
594,pf:static:photonflowers11.rio.002:1023076340:00096591,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E9AB1CF0EAF73696D1BC087C88360E9BFA16D1A85E00A784044947CFA9533632,【新井】「——可恶！！开什么玩笑！！」<01>
595,pf:static:photonflowers11.rio.002:1023076340:00096725,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A21659C54A90C2D96F06DEB72C9542BD7DB5538499AEDBCAFCF1110405D0A224,远处传来新井愤怒的吼声。<0A>还有把枪狠狠砸下的声音。<01>
596,pf:static:photonflowers11.rio.002:1023076340:00096983,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,D7D638B0528291F2A222AB8F594E1863D60F02029E1008F3FAEAF5F893103E0D,所有班员都<03>沉默不语。<01>
597,pf:static:photonflowers11.rio.002:1023076340:00097063,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
598,pf:static:photonflowers11.rio.002:1023076340:00097133,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,FD945DBB501F270434BE1536E15ED78482042DA89DF644E265E1605DC2720E6E,我茫然了好一会儿，<03>胃里却渐渐翻腾起来……<03>……<03>。<01>
599,pf:static:photonflowers11.rio.002:1023076340:00097375,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,4FE443E3668DFFA3936BA3A323DD659552E477165A9D4E8DA29385CE5476C6DF,一股难以形容的漆黑情绪涌上心头……<03>……<03>。<01>
600,pf:static:photonflowers11.rio.002:1023076340:00097571,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,768894120023FABF37E31FB767436139A9E65BBF6BA6E889CE91923E9DD7F3BF,……<03>……<03>开什么玩笑。<01>
601,pf:static:photonflowers11.rio.002:1023076340:00097653,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,3F028B468366E8C263C7972A0B205B785372505622B560BE09CCDF3FA1E36EC2,……<03>……<03>我才不要一动不动地等待时间耗尽。<01>
602,pf:static:photonflowers11.rio.002:1023076340:00097819,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A6C20C9FF6AB84011F551CF7F4367BA0068F92AF537949F0E451BA4E5FBFB19D,而且……<03>……<03>竟然被那种机器拦住，落得不合格……<03>……<03>！！<01>
603,pf:static:photonflowers11.rio.002:1023076340:00098083,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
604,pf:static:photonflowers11.rio.002:1023076340:00098153,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,5956B32CE16D5D32D58276F8A22282278881769ABCF8311AE507BEB66F007AD1,反正都要失败……<03>……<03>那被硅胶弹打上几枪也不坏。<01>
605,pf:static:photonflowers11.rio.002:1023076340:00098407,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E7028B719BA7060396D850B58B326A6C358088DF4FE52BF4BFB3C53FC6705567,我把砍刀收回刀鞘，<03>站了起来。<01>
606,pf:static:photonflowers11.rio.002:1023076340:00098527,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,C78B5C20655637DB8B6964E3A1B06DC2B9F44CB009632CF47445B5659823379A,【训练兵4】「——喂，神宫司！？你在干什么！！」<01>
607,pf:static:photonflowers11.rio.002:1023076340:00098685,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E1FD021308ABBE68E3598776B760420DB50D899AB49B8F7C57C5BDDC87B4619D,班员们发现我开始攀登崖壁，<03>顿时骚动起来。<01>
608,pf:static:photonflowers11.rio.002:1023076340:00098903,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,133BCA51BC1647FD0BB53429E79D8A3C9647DA617FAA96362DE95907E80A673D,【训练兵3】「——喂！神宫司又失控了！！」<01>
609,pf:static:photonflowers11.rio.002:1023076340:00099055,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,8B95BFEABEB9EF5B658F14CEB99AE1682A5BAF1036056A547A2FB40D81D43EB0,【训练兵2】「——已经够了！<0A>要是在这里逞强受伤，<03>反而会影响下一次机会！！」<01>
610,pf:static:photonflowers11.rio.002:1023076340:00099353,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,5EBF4522B22EC1D67F38B5A8FB97114F53358AD9CFB5DB4D11163D9F9346C900,我正榨尽仅剩的体力与意志，<03>没有余力回应他们。<01>
611,pf:static:photonflowers11.rio.002:1023076340:00099683,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,2CB63D3583AB0B9034E41CFCBBB2170EE846355B0D028A57408A9B4B5348425C,【训练兵4】「笨蛋……<03>……<03>她这样下去，一越过那片倒悬岩壁就会中弹啊！？」<01>
612,pf:static:photonflowers11.rio.002:1023076340:00099951,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A104D358301F8649C7087894580863596EFA8B8B86DA77E7590D3680694F89D4,……<03>……<03>没错。枪座下方这片至今仍为我们制造死角的倒悬岩壁，<03>最后会成为最大的障碍。<01>
613,pf:static:photonflowers11.rio.002:1023076340:00100241,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,902D9B4DADACE5B2F51DA1466C65899F051FC887848B98DE9D35EC6690F980C2,更不用说，<03>以现在的体力能否爬到那里，都让人没有把握。<01>
614,pf:static:photonflowers11.rio.002:1023076340:00100509,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,40B7B87ED26A26BAC44194EBC7C1C3DD9B2441B6EB5FC0961DF35BD059252498,即使能越过那片倒悬岩壁，<03>正如班员所说，<03>我也会把身体暴露在射线上。<01>
615,pf:static:photonflowers11.rio.002:1023076340:00100807,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,5450B3DD715923209F53D08D013A835C140A0D12B6B6F47AC0F0BC7EDD41B908,但是，<03>就算会变成那样，<03>我也想给那座枪座一点颜色看看。<01>
616,pf:static:photonflowers11.rio.002:1023076340:00101021,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,FB15F22F41679988E1DF39D728CAD1D9185FB758A6A3C0C3DDCA4BA55042CBD0,不管会被判定死亡，<03>还是遭到硅胶弹射击，<03>我都要用砍刀狠狠砸那挺机枪，<03>一直砸到刀折断为止。<01>
617,pf:static:photonflowers11.rio.002:1023076340:00101407,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E1985D1349278C9B882D3FA3AC8C2CDFE289D421BD08BB7FC560894BA45B2260,那台毫无心灵的机器要把我们再推入半年的地狱。<03>不把这股怒火砸到它身上，我绝不会甘心。<01>
618,pf:static:photonflowers11.rio.002:1023076340:00101753,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E23DA365CBC015D40ABBF9E6DC839AF56D6A4C6BC3831D42B3BCA21140D6F460,把自己的判断失误搁到一边、只顾迁怒的怨念，<03>鞭策着早已疲惫不堪的精神和肉体。<01>
619,pf:static:photonflowers11.rio.002:1023076340:00102055,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,B31E63489D7DCFB928FF6A492AE00586F3C4F7067E84F1F2BF6DCA92A3A29B8E,班员们默默仰望着我。<01>
620,pf:static:photonflowers11.rio.002:1023076340:00102213,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,CF3C0032DB68DA39B23D48B22233486E4EAE1B6E63AAE3B8311C418691E43E6F,然后……<03>……<03>我终于<03>抵达了倒悬岩壁。<01>
621,pf:static:photonflowers11.rio.002:1023076340:00102341,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,C8085C233F8635C958D7CBE245BB1647A075DE54EF59B0B0885C3B1B5C6103DF,我小心翼翼地移动到形成倒悬岩壁的岩块最低突出处。<01>
622,pf:static:photonflowers11.rio.002:1023076340:00102621,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,45EC6308DF6A7F304480F5318083057A575E8C0A000E7D9EC718BDEEDF57B77E,我维持三点支撑，拔出砍刀。<0A>为了敲击岩石、引它开火……<03>……<03>争取几秒时间。<01>
623,pf:static:photonflowers11.rio.002:1023076340:00103063,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,738224EC6E548782F9CBB20AF912C5256200D9F15AD9CE39BA56C7B33FC2E28F,【训练兵4】「——神宫司！机枪正朝着你那边！！」<01>
624,pf:static:photonflowers11.rio.002:1023076340:00103253,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,DE4A95E0A7571024FB5191F85621ED83738B940C22D6050CFE243E1891A8618D,【麻理茉】「——！」<01>
625,pf:static:photonflowers11.rio.002:1023076340:00103305,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,AD3D0B8338D6A5608C2000DEE53B76462BEC377F61686CC6B96A70BA9A88817E,【新井】「——所有人扔石头！把传感器的注意力引过去！！」<01>
626,pf:static:photonflowers11.rio.002:1023076340:00103535,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,DC38F6724EEAD6A8A63EE306805D397E289F311DBFE515B11D46F91D8F953BB7,我本来就做好了中弹的准备……<03>……<03>刚想到这里，<03>所有人便在新井的指示下开始投掷石头。<01>
627,pf:static:photonflowers11.rio.002:1023076340:00103851,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
628,pf:static:photonflowers11.rio.002:1023076340:00103921,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,831D092C755CB5D2DA6A8194E4AF31E209EF5F560801EAE9A693E2E1320CCA1E,——不行！别说射击了……<03>……<03>甚至连可动机构的运转声都听不见！<01>
629,pf:static:photonflowers11.rio.002:1023076340:00104159,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,789F7B319A1C132943B1FC0D633869586BD974E3328AF32431345227BA783F24,【训练兵2】「——它不动了？！机枪还是一直朝着神宫司那边！！」<01>
630,pf:static:photonflowers11.rio.002:1023076340:00104389,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,58D1D9928D81729987C4A0AD20A7107915C61677F331E7C1FCC9E6DEA97633CC,我用砍刀敲击了一块应该位于死角之外的岩石。<01>
631,pf:static:photonflowers11.rio.002:1023076340:00104553,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,B05D89776EA2025E56F9FEE9FA4B01F0545F463AC1E48F8EA026B9E785CC4C91,【麻理茉】「——！！」<01>
632,pf:static:photonflowers11.rio.002:1023076340:00104609,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,2C3DDE2F097614DF40A345905AF091A3C9BF9B97401CA54DECCB4A5083DF2A80,原来如此……<03>……<03>它恐怕会根据与声源的距离之类的条件判断威胁程度，<03>为目标设定优先顺序……<03>……<03>！<01>
633,pf:static:photonflowers11.rio.002:1023076340:00104931,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,BFB5DBA0889B9FBFD64C6CCD251C677F80CCC8E6EEFC057DE578BCFB8F3C6449,……<03>……<03>枪口一直朝向这边的话……<03>……<03>就算设法让它开火一次，<03>再次射击的间隔也不到1秒。<01>
634,pf:static:photonflowers11.rio.002:1023076340:00105271,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
635,pf:static:photonflowers11.rio.002:1023076340:00105341,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,CC11B75D6213B76DB42D4E04EE0AD0FABF6C65AF17D30322338B9254EE8F5257,……<03>……<03>可是……<03>……<03>……<03>……<03>我早就做好挨硅胶弹的准备了。<01>
636,pf:static:photonflowers11.rio.002:1023076340:00105541,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,BF4AB4E0D349ED445DFB655C6A8A60F37B97E5C73C40CC16C6BEFB1035709D59,——只要有1秒……<03>……<03>应该就能避免头部中弹这种致命伤。<01>
637,pf:static:photonflowers11.rio.002:1023076340:00105747,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,D1077ECF200BF17790D4F91FC8BDAFF93219DC436DA1DF07D744C287D6AFEEED,……<03>……<03>好——上吧！！<01>
638,pf:static:photonflowers11.rio.002:1023076340:00105823,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,77D08D7B936BD94682E40E9E0916D0A5F47BABFB24553E4C26496DA2EFF5FDB7,【新井】「——呜哦哦哦哦哦哦！！」<01>
639,pf:static:photonflowers11.rio.002:1023076340:00105925,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,4C6079E82C1BF0E5C370B32C2D6308F5A832FD6B746D3B4F638A2939D4131D3C,【麻理茉】「——！？」<01>
640,pf:static:photonflowers11.rio.002:1023076340:00105981,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,F992A86DA86FACCE74A198533A7204ECF35BE2E853B75B24152C6D70497C62C9,——新井竟然大喊着从岩石后冲了出去！？<0A>他正笔直跑向回收点！<01>
641,pf:static:photonflowers11.rio.002:1023076340:00106317,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,43AFEA0963AF4AC7A62BEB6DC3A541A29D0B049E825D5196BCD19E7619EFF742,——机枪运转的声音！？<01>
642,pf:static:photonflowers11.rio.002:1023076340:00106421,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,60F4FBE5D665AD9803CEA8940CD9D9A8F6487E080AB3094242B32C96C77F4B1B,【新井】「——神宫司！快上！！」<01>
643,pf:static:photonflowers11.rio.002:1023076340:00106541,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,85D4505A1427FA82969E66FF1D213FABECF0145163566BBFA0AB0746AF2BD46B,【麻理茉】「——新井！！」<01>
644,pf:static:photonflowers11.rio.002:1023076340:00106619,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,9BCFFB7ACFE0C657C3FF04CECCD297F09FE6E43FD27F407C63D66F45A43FFC3F,【新井】「——一个人发什么呆。<0A>你在干什么？」<01>
645,pf:static:photonflowers11.rio.002:1023076340:00106759,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E8D58A9BA21F39DDD5265B81C0302A3FA486DE41B3F05CCB9871AF2182E1EAD1,我独自看着生平第一次见到的南方海岛夕阳入了神，<03>这时新井端着装有口粮的餐盘走了过来。<01>
646,pf:static:photonflowers11.rio.002:1023076340:00107181,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A1792D98526B2009035606F4BBC2D038504A9F7C3AE4EC78C57938E9BC10F026,【新井】「……<03>……<03>还在回味合格的感觉吗？」<01>
647,pf:static:photonflowers11.rio.002:1023076340:00107339,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,0D94B185B17BFFE590BC761474139E76394F44519DF959E1ADF77A44773C4898,……<03>……<03>没错。<01>
648,pf:static:photonflowers11.rio.002:1023076340:00107395,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,B073E69074E32BE666BD98F0A2D2F9A051A8D9394BB372EA7DB8FB3B67F5A438,我们通过了综战技评价演习。<01>
649,pf:static:photonflowers11.rio.002:1023076340:00107483,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,3F3C26960C676BA8129847782CCCA20B62772E4EF983B74A4F60199B8B3A1EAF,正因如此，在明天撤离前获准自由活动的时间里，<03>我才能保持如此平静的心情。<01>
650,pf:static:photonflowers11.rio.002:1023076340:00107815,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,6C85826BE451F2BAEE74A4809F84608CA07A5E093DD67DFA05D91430F762D586,否则，<03>我应该没办法悠闲地欣赏夕阳。<01>
651,pf:static:photonflowers11.rio.002:1023076340:00108035,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,0B2B2DE8E987D15CC54AE36E4F3EA48A2478497F761EB7B621C4C20C6E5EED56,【新井】「……<03>……<03>毕竟你可是大显身手了，<03>是吧。」<01>
652,pf:static:photonflowers11.rio.002:1023076340:00108235,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
653,pf:static:photonflowers11.rio.002:1023076340:00108305,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,F4DFB19D5CC4A3F8ACCC7F2B01EAE90E9ACF62218428744D3D1F7C96E01195E6,当时……<03>……<03>多亏新井的佯动，<03>我没有中弹便抵达了枪座……<03>……<03>并且看见了。<01>
654,pf:static:photonflowers11.rio.002:1023076340:00108637,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,7F3DF7C156A98F0057D3EDB6DBE59F5778B685E70270139FAC6D869799E7BA99,看见了保护机枪机匣部位的防弹护罩上，<03>被打穿的破损孔。<01>
655,pf:static:photonflowers11.rio.002:1023076340:00108815,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,C06F8F60C8E8A169D24326AF1FF697AF1BF9434DFB5DE29C4B4DBFEE20C72CE9,我曾在心里那般咒骂的新井，他射出的子弹，<03>其实至少有数发命中了目标。<01>
656,pf:static:photonflowers11.rio.002:1023076340:00109167,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,68BB29A8FC2715E3927C967F35729935BB1C91AB90C4CA5AB6EBA04D1E13A3E3,如果当时步枪没有发生故障，<03>下一轮三发点射肯定已经破坏了机匣部位。<01>
657,pf:static:photonflowers11.rio.002:1023076340:00109417,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,46B66F5A01758360DDEAA3BF6A7DA49381EEC088BC8F73FED6FC5F4FA5B36579,我发疯般把砍刀刺进那个孔洞，<03>切断动力电缆，<03>终于让枪座沉默下来。<01>
658,pf:static:photonflowers11.rio.002:1023076340:00109777,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A1CE23776E25F2CC0F61DAC96F5608F665D22BC3CA7DC155F84ED05BB08E6544,但之所以能够做到，<03>是因为护罩已经受损。<01>
659,pf:static:photonflowers11.rio.002:1023076340:00110005,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,92159B0BB2BD611D6C15CB0497031A081A3A54365C0D3845F53DC5A46176F1FC,就连数发步枪弹直接命中，也只造成了那种程度的损伤。<0A>如果护罩完好无损，<03>仅凭一把砍刀恐怕根本无计可施。<01>
660,pf:static:photonflowers11.rio.002:1023076340:00110349,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,0433606B66CAC16F4BB4AB59CFBD55EB6A0591EE1CA18F25DBFAD0FBD4AF97A8,那一刻，<03>我不得不再次切身体会到新井各方面的能力有多出色……<03>……<03>。<01>
661,pf:static:photonflowers11.rio.002:1023076340:00110681,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,F5C97F69C304DDE86C39B3D9EFAC286FDBE07B72B8105CAB7B639BBFC869C747,【麻理茉】「……<03>……<03>大显身手的明明是你吧。<0A>不仅成功狙击了机匣部位，<03>还当机立断替我佯动。」<01>
662,pf:static:photonflowers11.rio.002:1023076340:00111165,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A578B649045D6B92911DDEAB1EDAAFF01A92C82917964CB1271BC26C197FF962,【新井】「……<03>……<03>……<03>……<03>」<01>
663,pf:static:photonflowers11.rio.002:1023076340:00111229,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,89217CA053155E8A913E5F9F64C005A4825EAE4C5619072B487DB0AFDB7D90FC,【麻理茉】「竟然会来救我……<03>……<03>你怎么突然转性了？」<01>
664,pf:static:photonflowers11.rio.002:1023076340:00111505,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,4217B99C0CCC272D5501D08EFDFE43E2D2E11CB0546285AACFCC44F8E4638B4E,新井把全班合格置于个人情绪之上。<0A>他坦率承认自己的错误，<03>以队长身份选择了符合当时情况的行动。<01>
665,pf:static:photonflowers11.rio.002:1023076340:00111865,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,16133868597416F298BE36EB38B91C4D25AC15E7CFF0DB4FBD94A6F1A809E2EC,……<03>……<03>这些我都明白。<0A>但我还是想听他本人亲口说出理由。<01>
666,pf:static:photonflowers11.rio.002:1023076340:00112109,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,3E1E995B228356BC3EF26F5A0B0B991B4909B26EDE8CFF5CF23CEE08A591D461,至于自己为什么想听，<03>连我也不太明白。<01>
667,pf:static:photonflowers11.rio.002:1023076340:00112313,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E29E2D25C8863A52A737C87FCFF6E359FAB05E2F9B7938E0005E69FEBAB8F6F6,【新井】「那种事情<03>怎样都好吧。<0A>……<03>……<03>现在就坦率地为合格高兴吧。」<01>
668,pf:static:photonflowers11.rio.002:1023076340:00112547,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,367221D687C1E0414ABC70487184228C589B89B25A79465E04C2BC22FA5A9984,【麻理茉】「……<03>……<03>也是。」<01>
669,pf:static:photonflowers11.rio.002:1023076340:00112635,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,ED1C59AA738C2343BD35C45720936B4DC85616F33D75A3F56ADFF4B1030902CE,……<03>……<03>嗯，<03>大概就是这样。<01>
670,pf:static:photonflowers11.rio.002:1023076340:00112697,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,EB5C77EC3F83FA456037A82AB0C0BA056B742B39CD76E59270E9C8A2DB5174D6,【新井】「我能坐下吗？」<01>
671,pf:static:photonflowers11.rio.002:1023076340:00112785,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29F575EF8EDBC4496A80F74A55AF114CE6EBE1E3F9A04C21E2DDD998E4BA5AEB,还没等我许可，<03>新井就在稍远一点的地方坐了下来。<01>
672,pf:static:photonflowers11.rio.002:1023076340:00112969,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,B4A7050E43C696BB2B79C78137C7CC582A8D2BD6C5C73E3088EEFD77B0F704C9,这种地方还是老样子，不过，<03>这次至少事先问了一声，已经是很大的进步。<0A>不知这是『教育』和『学习』的成果，<03>还是受到了别的什么影响。<01>
673,pf:static:photonflowers11.rio.002:1023076340:00113409,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,4B58ACC0C09CDF734CD04C707A5E3B1EB38E93F1D7838A5BA312ED723621446F,刚一坐下，他便不紧不慢地端起餐盘，把辣味豆大口扒进嘴里。<0A>还是一贯的吃法。<01>
674,pf:static:photonflowers11.rio.002:1023076340:00113711,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,29C739DABAC2D04A1FCD85FED3D0531BAFBA4F4C8BBBD8635DB8695BD35C41E0,【麻理茉】「……<03>……<03>……<03>……<03>」<01>
675,pf:static:photonflowers11.rio.002:1023076340:00113781,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,A74456C978673B36FAB34A23E57AE2FEA0823E279C288EBC60F64D2317F7A2E9,话说回来，<03>身体都疲惫成这样了，亏他还能狼吞虎咽地吃下那种东西。<01>
676,pf:static:photonflowers11.rio.002:1023076340:00114115,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,F85181AF284F0D84BAF50344366DD8D6E863FE7F65BF656A4C0C002F4E0995B2,不过，<03>无论多么疲惫都能吃下这么多东西，<03>或许正是新井如此强悍的秘密。<01>
677,pf:static:photonflowers11.rio.002:1023076340:00114457,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E7757F799AD57B6CAC88144F193FB2DC5494C7C581CDCC27399F03C2EB258726,可是……<03>……<03>虽说进食也是任务的一部分，<03>但这里毕竟是南方海岛，<03>真希望至少能准备一些更适合夏天的口粮。<01>
678,pf:static:photonflowers11.rio.002:1023076340:00114877,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,B441385B631F7C65682D6DD04B41CEC03B3DD02B7E2DC0A25B0C3D0EE4D29FF9,【新井】「……<03>……<03>我在这次综战技演习里，<03>明白了一件事。」<01>
679,pf:static:photonflowers11.rio.002:1023076340:00115053,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,2D8786D5B394DB8DDCACFDCC6AC768E130B9FA6D9CEE4DD5FDB0CF17BAF20537,转眼间吃光口粮的新井，<03>望着夕阳开口说道。<01>
680,pf:static:photonflowers11.rio.002:1023076340:00115305,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,CECD41D849B09CECA29E21145CC723B4504DF308FC9A9395D796E77E5A0C9975,【麻理茉】「……<03>……<03>什么事？」<01>
681,pf:static:photonflowers11.rio.002:1023076340:00115395,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,14E41641DFF302B789242FFB8378565368AA8FD77205242D394330190B36533E,【新井】「我总是被分到和你同一个班的理由。」<01>
682,pf:static:photonflowers11.rio.002:1023076340:00115577,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,AC8994B0358EC9678D62DADEE38BD89935E9709CE1C8EB8166C819BBB0A7167A,【麻理茉】「哦……<03>……<03>」<01>
683,pf:static:photonflowers11.rio.002:1023076340:00115679,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,34509658E3099C08BE28C405D4BBEE3AD9EDAFEA31CEB486DE3A926CBE1ACF82,【新井】「每次编组变动，我都会祈祷自己别再跟你分到同一个班。」<01>
684,pf:static:photonflowers11.rio.002:1023076340:00115955,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,E63BC7A92EA1BD0BDD4021BDE0F65ADF76CCAD1E1E9E0FA06F10C23EF85403E4,【麻理茉】「……<03>……<03>真巧。<0A>我也是。」<01>
685,pf:static:photonflowers11.rio.002:1023076340:00116109,photonflowers11.rio.002,crsa:photonflowers11.rio.002@1023076340,0BC8C3ECE811140F0CBA4786861503D2D56A66DED25CBDD4DE185804BAE12EDB,【新井】「可是不管过了多久，<03>你和我还是同班……<03>……<03>我就想啊，<03>那些教官全是一群傻瓜。」<01>
